id,common_name,vietnamese_name,scientific_name,bird_order,family,description,distribution,diet,conservation_status
146,Chucao Tapaculo,,Scelorchilus rubecula,Passeriformes - Bộ Sẻ,Rhinocryptidae ,"Chucao Tapaculo là một loài chim có kích thước nhỏ, dài khoảng 16-18 cm. Chúng có màu lông đen với một vằn trắng trên cánh và đuôi ngắn. Chim trưởng thành có mỏ dày và chân mạnh, phù hợp để leo trèo trong môi trường rừng.","Chucao Tapaculo sinh sống ở Nam Mỹ, chủ yếu tìm thấy trong các khu rừng ẩm ướt núi cao của Chile và Argentina. Chúng sống ẩn trong cỏ cây dày đặc và tầng cây thấp của rừng.","Chucao Tapaculo ăn chủ yếu côn trùng, nhện và động vật nhỏ khác. Chúng tìm kiếm thức ăn trên mặt đất và trong lớp lá và cỏ cây dày đặc.",Least Concern - Ít quan tâm
147,Chukar Partridge,,Alectoris chukar,Galliformes - Bộ Gà,Phasianidae - Họ Trĩ,"Chukar Partridge là một loài chim có kích thước trung bình, dài khoảng 32-35 cm. Chúng có mỏ ngắn, cánh cụt và đuôi ngắn. Chim trưởng thành có màu lông chủ yếu là màu xám, với một mũi màu đỏ và vạch đen trên lưng.","Chukar Partridge phân bố rộng rãi từ miền trung châu Âu, Trung Đông cho đến khu vực Ấn Độ và Trung Quốc. Chúng sống trong vùng núi và vùng đồng cỏ với địa hình đá và cây bụi.","Chukar Partridge ăn chủ yếu hạt, hạt cỏ, thảo mộc và côn trùng nhỏ. Chúng thường kiếm ăn trên mặt đất và trong vùng cây bụi.",Least Concern - Ít quan tâm
148,Cinnamon Attila,,Attila cinnamomeus,Passeriformes - Bộ Sẻ,Tyrannidae - Họ Đớp ruồi bạo chúa,"Cinnamon Attila là một loài chim có kích thước trung bình, dài khoảng 20-23 cm. Chim trưởng thành có màu lông chủ yếu là nâu và cam, với phần dưới cơ thể có màu cam đậm. Chim đực và chim cái có sự tương đồng về màu sắc.","Cinnamon Attila sinh sống trong các vùng rừng ẩm và khu rừng thưa ở Trung và Nam Mỹ, từ Mexico đến Argentina. Chúng thường được tìm thấy trong tầng cận rừng, gần sông, khu vực có cây bụi và cây cối dày đặc.","Cinnamon Attila chủ yếu ăn côn trùng, như con ruồi, châu chấu, bướm và ong. Chúng thường săn mồi bằng cách bay từ cây sang cây để bắt kịp con mồi.",Least Concern - Ít quan tâm
149,Cinnamon Flycatcher,,Pyrrhomyias cinnamomeus,Passeriformes - Bộ Sẻ,Tyrannidae - Họ Đớp ruồi bạo chúa,"Cinnamon Flycatcher là một loài chim nhỏ, dài khoảng 12-13 cm. Chim trưởng thành có màu lông chủ yếu là nâu cam, có lưng và cánh màu nâu đậm hơn. Chim đực và chim cái có màu sắc tương đồng.","Cinnamon Flycatcher phân bố ở các khu vực rừng, cả rừng mưa nhiệt đới và rừng thưa của Nam Mỹ. Chúng được tìm thấy từ Panama đến Bolivia và Brasil.","Loài chim này chủ yếu ăn côn trùng, như muỗi, ruồi, bướm và kiến. Chúng thường đi săn từ cành cây và cây bụi để bắt kịp con mồi.",Least Concern - Ít quan tâm
150,Cinnamon Teal,,Spatula cyanoptera,Anseriformes - Bộ Ngỗng,Anatidae - Họ Vịt,"Cinnamon Teal là một loài vịt nhỏ, dài khoảng 38-41 cm. Chim trống có màu lông chủ yếu là nâu đỏ, đầu và cổ có màu nâu đen, và cánh có màu xanh lam nhạt. Chim cái có màu lông tương tự nhưng nhạt hơn.","Cinnamon Teal sinh sống ở vùng nước ngọt và đầm lầy của miền tây Bắc Mỹ và Trung Mỹ. Chúng được tìm thấy từ Alaska và Canada đến Trung Mỹ, bao gồm các khu vực như California, Texas, và Mexico.","Loài chim này ăn chủ yếu là hạt, cỏ, và các loại cây nổi trên mặt nước. Chúng cũng có thể săn nhỏ, như côn trùng và động vật thủy sinh nhỏ.",Least Concern - Ít quan tâm
151,Clark's Grebe,,Aechmophorus clarkii,Podicipediformes - Bộ Chim lặn,Podicipedidae - Họ Chim lặn,"Clark's Grebe là một loài chim nước lớn, có kích thước trung bình từ 55 đến 71 cm. Chúng có lông màu trắng trên phần dưới, cổ và mặt có màu đen, và một mảng màu đen trên đỉnh đầu. Mỏ dài và màu xám đen, chân và màng chân có màu xám.","Clark's Grebe sinh sống ở Bắc Mỹ, chủ yếu trong các vùng nước ngọt và đầm lầy của miền Tây Hoa Kỳ và miền Trung Canada. Chúng thường tìm thấy ở các hồ, ao, và sông có nước trong và cung cấp đủ nguồn thức ăn.","Loài chim này chủ yếu ăn cá và các loại động vật thủy sinh nhỏ khác, bao gồm cua, ếch, ấu trùng côn trùng và động vật thủy sinh nhỏ.",Least Concern - Ít quan tâm
152,Clark's Nutcracker,Chim bổ hạt Clark,Nucifraga columbiana,Passeriformes - Bộ Sẻ,Corvidae - Họ Quạ,"Clark's Nutcracker là một loài chim có kích thước trung bình, dài khoảng 32-34 cm. Chúng có lông màu xám nhạt, mặt trên và mặt sau đầu màu xám đen. Cánh có màu đen với một dải trắng rực rỡ. Mỏ dài và mạnh, màu đen. Đuôi dài và có màu đen.","Clark's Nutcracker phân bố ở miền Tây Bắc của Bắc Mỹ, bao gồm các vùng núi và vùng cây thông. Chúng thường được tìm thấy ở rừng cây thông và rừng thông hiểm núi, cũng như các khu vực cây bạch dương.","Loài chim này chủ yếu ăn hạt cây, bao gồm hạt cây thông và hạt cây bạch dương. Chúng cũng có khả năng lưu trữ hạt trong túi mái của chúng để sử dụng trong thời gian sau.",Least Concern - Ít quan tâm
153,Cock-of-the-Rock,,Rupicola spp,Passeriformes - Bộ Sẻ,Cotingidae,"Cock-of-the-Rock là một nhóm chim thuộc họ Cotingidae, bao gồm một số loài chim có kích thước lớn và có màu sắc nổi bật. Đặc điểm nổi bật của chúng là đuôi rộng và lông đầu màu sáng, thường có màu cam hoặc đỏ. Đối tượng phổ biến nhất trong nhóm này là Andean Cock-of-the-Rock (Rupicola peruvianus), loài chim có màu cam đỏ tuyệt đẹp.","Cock-of-the-Rock phân bố chủ yếu ở các khu rừng nhiệt đới và rừng mưa ẩm ở Trung và Nam Mỹ. Chúng được tìm thấy từ Venezuela, Colombia, Ecuador, Peru cho tới Bolivia và Brasil.","Chúng ăn chủ yếu các loại trái cây, quả mọng, hạt và côn trùng nhỏ.",Least Concern - Ít quan tâm
154,Cockatoo - Vẹt mào,,Cacatua spp,Psittaciformes - Bộ Vẹt,Cacatuidae - Họ Vẹt mào,"Cockatoo là một nhóm chim thuộc họ Cacatuidae, bao gồm các loài chim có kích thước trung bình đến lớn. Chúng có bộ lông dày, đầu lớn với mỏ mạnh mẽ và đôi tai lông đặc biệt. Lông của cockatoo thường có màu sắc đa dạng, từ trắng tinh khôi đến màu xám, hồng, vàng, cam hoặc đen.","Cockatoo được tìm thấy chủ yếu ở vùng Úc, Indonesia, Papua New Guinea và các quần đảo ở Đông Nam Á. Một số loài cockatoo đã được du nhập và sinh sống thành công ở nhiều khu vực khác trên thế giới.","Cockatoo là loài chim ăn hạt, quả, cây cỏ, côn trùng và một số loại mạt. Chúng cũng có thể hoàn toàn hoặc chủ yếu ăn thực phẩm thực vật.",Least Concern - Ít quan tâm
155,Collared Aracari,,Pteroglossus torquatus,Piciformes - Bộ Gõ kiến,Ramphastidae - Họ Tu căng,"Collared Aracari là một loài chim có kích thước nhỏ đến trung bình trong họ tukan. Chúng có mỏ dài, màu sắc sặc sỡ, hình dạng đặc trưng của các loài tukan. Lưng và cánh của Collared Aracari thường có màu đen và màu xanh lá cây, cổ và ngực có màu vàng với sọc đen. Mặt trên của đuôi có màu xám và mặt dưới có màu đỏ.","Collared Aracari được tìm thấy chủ yếu ở rừng nhiệt đới và rừng mưa ở Trung và Nam Mỹ, bao gồm các khu vực từ México, Trung Mỹ, Colombia, Venezuela và Brasil.","Chế độ ăn của Collared Aracari chủ yếu bao gồm trái cây, quả, hạt và côn trùng. Chúng cũng có thể ăn một số loại chim non, nhện và động vật nhỏ khác.",Least Concern - Ít quan tâm
156,Collared Crescentchest,,Melanopareia torquata,Passeriformes - Bộ Sẻ,Melanopareiidae,"Collared Crescentchest là một loài chim nhỏ với kích thước khoảng 14-16 cm. Chim trống có màu sắc đặc trưng với lưng nâu đồng và cổ áo đen hình vòng cổ. Chim mái có lưng nâu đồng và lưng dưới trắng, có đốm đen trên ngực và bụng.","Collared Crescentchest phân bố chủ yếu ở các khu vực núi non và rừng nhiệt đới ẩm ở Nam Mỹ, bao gồm các quốc gia như Bolivia, Peru và Ecuador.","Collared Crescentchest ăn chủ yếu các loài côn trùng như kiến, ve, nhện và một số loài côn trùng bay nhỏ khác.",
157,Common Firecrest,,Regulus ignicapilla,Passeriformes - Bộ Sẻ,Regulidae,"Common Firecrest là một loài chim nhỏ, với chiều dài khoảng 9-10 cm. Chim trống và chim mái có bộ lông giống nhau. Đặc điểm nổi bật của loài chim này là vùng đỉnh đầu có màu cam đỏ chói, gáy màu xanh lá cây, lưng xám-đen và cánh và đuôi màu xám với các vệt và sọc màu trắng.","Common Firecrest phân bố rộng khắp châu Âu, từ vùng Địa Trung Hải lên tới vùng Bắc Âu. Loài chim này thường sống trong các khu rừng lá kim, rừng thông và khu rừng núi.","Common Firecrest ăn chủ yếu các loài côn trùng nhỏ, như con trùm và sâu.",Least Concern - Ít quan tâm
158,Common Grackle,,Quiscalus quiscula,Passeriformes - Bộ Sẻ,Icteridae,"Common Grackle là một loài chim có kích thước trung bình, với chiều dài khoảng 28-34 cm. Chim trống lớn hơn chim mái và có màu sắc rực rỡ hơn. Lông của Common Grackle thường có màu đen sáng, nhưng trong ánh sáng mặt trời có thể hiện ra các sắc thái xanh hoặc tím. Chim trống có mỏ dài và màu xanh hoặc vàng. Chim mái nhỏ hơn và có màu nâu đen.","Common Grackle phân bố rộng khắp ở Bắc Mỹ, từ miền nam Canada tới miền bắc Mexico. Loài chim này thường sống trong các khu vực mở, bao gồm cánh đồng, ao rừng, công viên và vùng đô thị.","Common Grackle ăn một loạt các loại thức ăn, bao gồm hạt, côn trùng, động vật nhỏ, mồi cá, ếch, cua, tôm và thậm chí cả trái cây.",
159,Common House Martin,,Delichon urbicum,Passeriformes - Bộ Sẻ,Hirundinidae - Họ Én,"Common House Martin là một loài chim nhỏ với kích thước trung bình khoảng 12-13 cm. Chúng có lưng và cánh màu đen, bụng trắng và một đuôi ngắn hình râu mực. Chim trống và chim mái có bộ lông tương đồng nhau.","Common House Martin phân bố rộng rãi ở châu Âu, Bắc Phi và châu Á. Chúng thường sinh sống gần các khu dân cư, xây tổ trên các cấu trúc như nhà, tòa nhà, cây cối, hang đá và cầu.","Common House Martin ăn chủ yếu là côn trùng bay như muỗi, ruồi và cánh kiến. Chúng thường bắt côn trùng trên không, và có thể tạo thành các đàn lớn để tìm kiếm thức ăn.",
160,Common Iora,Chim nghệ ngực vàng,Aegithina tiphia,Passeriformes - Bộ Sẻ,Aegithinidae - Họ Chim nghệ,"Common Iora là một loài chim nhỏ, có kích thước khoảng 10-11 cm. Chim trống và chim mái có lông khác nhau. Chim trống có lưng xanh lá cây, đầu và ngực đen, và một mảng trắng ở đuôi. Chim mái có lưng xám xanh, với một dải mắt trắng và ngực và bụng trắng.","Common Iora được tìm thấy chủ yếu ở vùng Nam Á, bao gồm Ấn Độ, Sri Lanka, Nepal, Bhutan, Bangladesh, Myanmar và các nước Đông Nam Á. Chúng sinh sống trong các khu rừng, cánh đồng, vườn và các khu vực cây cối rậm rạp.","Common Iora ăn chủ yếu là côn trùng như chuồn chuồn, ruồi và bướm. Chúng thường bắt côn trùng bằng cách nhảy từ cành cây và săn trên không.",
161,Common Loon,Chim lặn mỏ đen,Gavia immer,Gaviiformes,Gaviidae,"Common Loon là một loài chim lớn với kích thước trung bình khoảng 66-91 cm. Chúng có bộ lông màu đen, trắng và xám. Mỏ dài và nhọn, cổ dẹp và lưng thẳng. Chim trống và chim mái có lông tương đối giống nhau.","Common Loon được tìm thấy ở Bắc Mỹ và Bắc Âu. Chúng sinh sống trên các hồ, ao, và vùng nước nông, thường tìm thấy ở gần các khu vực núi non và rừng nguyên sinh.","Common Loon là loài ăn thịt và chủ yếu săn mồi dưới mặt nước. Thức ăn chính của chúng bao gồm cá, ếch, tôm và các loại động vật nhỏ khác.",Least Concern - Ít quan tâm
162,Common Poorwill,,Phalaenoptilus nuttallii,Caprimulgiformes - Bộ Cú muỗi,Caprimulgidae - Họ Cú muỗi,"Common Poorwill là một loài chim nhỏ với kích thước trung bình khoảng 18-22 cm. Chúng có bộ lông màu nâu xám hoặc nâu nhạt, có các vết màu sẫm và một mào màu đen. Chim trống và chim mái giống nhau về màu sắc.","Common Poorwill được tìm thấy ở miền tây Bắc Mỹ, từ vùng miền tây Canada và Hoa Kỳ tới Trung Mỹ. Chúng thích nghi với các môi trường đồng cỏ, rừng cây lá kim, và khu vực núi non.","Common Poorwill là loài chim săn mồi vào buổi tối. Chúng ăn các loại côn trùng như con nhộng, con muỗi, con bướm đêm và các loài côn trùng khác.",Least Concern - Ít quan tâm
163,Common Starling,Sáo đá xanh,Sturnus vulgaris,Passeriformes - Bộ Sẻ,Sturnidae - Họ Sáo,"Common Starling là một loài chim có kích thước trung bình, với chiều dài khoảng 19-22 cm. Chúng có bộ lông màu đen óng ánh, nhưng khi ánh sáng chiếu vào, lông sẽ tạo ra hiệu ứng ánh kim. Mỏ của chim là màu vàng và chân có màu hồng đỏ.","Common Starling có phạm vi phân bố rộng, xuất hiện ở châu Âu, Châu Á và Bắc Phi. Chúng thích nghi với các môi trường đa dạng, từ đồng cỏ, vùng nông thôn, khu vườn, đến các khu đô thị.","Common Starling là loài chim ăn tạp, chúng ăn nhiều loại thức ăn khác nhau. Điều này bao gồm côn trùng, giun đất, con nhộng, ấu trùng, các loại trái cây, hạt, một số loài côn trùng nhỏ và thậm chí các loài chim nhỏ khác.",Least Concern - Ít quan tâm
